Stage_8027_Name,aVnu,g关卡_Stage_A.csv,114,Stage,Name,,疯人之口,Mouth of the Mad
AvgDialog_19078_Content_28,agXe,avg章4_AvgDialog_C_M.csv,311,AvgDialog,Content,,他还有呼吸……你犹豫了片刻，还是尝试着叫醒伯特兰。,He's still breathing... You hesitate for a moment but decide to try waking Bertrand.
AvgDialog_19078_Content_29,agXf,avg章4_AvgDialog_C_M.csv,312,AvgDialog,Content,,"塞西莉已经不知所踪，你也没有一定要回去的理由。
既然如此，能救一个算一个吧。","Cecily is nowhere to be found, and you have no reason to go back.\nIn that case, let's save whoever we can."
AvgDialog_19078_Content_30,agXh,avg章4_AvgDialog_C_M.csv,313,AvgDialog,Content,弗朗西斯？,<Small:……伯特兰上校，伯特兰上校。>,"<Small:...Colonel Bertrand, Colonel Bertrand.>"
AvgDialog_19078_Content_31,agXi,avg章4_AvgDialog_C_M.csv,314,AvgDialog,Content,,你小声地呼唤着他，他悠悠醒转。,"You softly call out to him, and he gradually comes to."
AvgDialog_19078_Content_32,agXj,avg章4_AvgDialog_C_M.csv,315,AvgDialog,Content,伯特兰,这里是……？,Where is this...?
AvgDialog_19078_Content_33,agXk,avg章4_AvgDialog_C_M.csv,316,AvgDialog,Content,弗朗西斯？,我们被当成邪教祭品了，详情说来话长，我们必须快点逃出去。,"We've been turned into cult sacrifices. It's a long story, but we need to escape quickly."
AvgDialog_19078_Content_34,agXl,avg章4_AvgDialog_C_M.csv,317,AvgDialog,Content,,就在这时，黑池的表面突然泛起了色泽诡异的光芒。,"At that moment, the surface of the black pool suddenly glowed with ominous colors."
AvgDialog_19078_Content_35,agXm,avg章4_AvgDialog_C_M.csv,318,AvgDialog,Content,,那光芒在数秒内快速闪烁了三次，随后突然熄灭了。,"The light flickered three times within a few seconds, then suddenly went out."
AvgDialog_19078_Content_36,agXn,avg章4_AvgDialog_C_M.csv,319,AvgDialog,Content,,紧接着，四面八方开始响起脚步声。,"Suddenly, footsteps began echoing from all directions."
AvgDialog_19078_Content_37,agXo,avg章4_AvgDialog_C_M.csv,320,AvgDialog,Content,,你们被包围了。,You're surrounded.
AvgDialog_19078_Content_38,agXp,avg章4_AvgDialog_C_M.csv,321,AvgDialog,Content,,包围圈逐渐收拢，黑色的身影如同黑色的墙壁，将包围圈中的人渐渐压入窒息。,"The encirclement tightens, a wall of black figures pressing those inside into suffocation."
AvgDialog_19078_Content_39,agXq,avg章4_AvgDialog_C_M.csv,322,AvgDialog,Content,,"远方的高台上，名为墨菲的少女站在掌权的女人身边，神色微妙。
好似嫌恶，又像是无可奈何。","On a distant high platform, a girl named Murphy stood beside the woman in power, her expression subtle.\nIt seemed to be a mix of disgust and resignation."
AvgDialog_19078_Content_40,agXs,avg章4_AvgDialog_C_M.csv,323,AvgDialog,Content,,……还能逃出去吗？,...Can I still escape?
AvgDialog_19078_Content_41,agXt,avg章4_AvgDialog_C_M.csv,324,AvgDialog,Content,,……还能见@1 一面吗？,...Can I see @1 one last time?
AvgDialog_19078_Content_42,agXu,avg章4_AvgDialog_C_M.csv,325,AvgDialog,Content,,……还是说，这样我们就能团圆了呢？,...Or is this the way for us to be reunited?
AvgDialog_19078_Content_43,agXv,avg章4_AvgDialog_C_M.csv,326,AvgDialog,Content,,……如果可以的话……我还想…再见……,...If possible... I still want... to see you again...
AvgDialog_19078_Content_44,agXw,avg章4_AvgDialog_C_M.csv,327,AvgDialog,Content,,……,...
AvgDialog_19078_Content_45,agXx,avg章4_AvgDialog_C_M.csv,328,AvgDialog,Content,,黑色的池水中，开始泛起咕嘟咕嘟的水泡。,Bubbles begin to rise in the black pool.
AvgDialog_19078_Content_46,agXy,avg章4_AvgDialog_C_M.csv,329,AvgDialog,Content,,在那水泡的中央走出的，是一名纯白的少女。,From the center of the bubbles emerged a maiden clad in pure white.
AvgDialog_19078_Content_47,agXz,avg章4_AvgDialog_C_M.csv,330,AvgDialog,Content,,她的手中，提着不知是何物的黏稠黑球，黑色眼球状的巨物裂开鲨鱼般的利齿，随着她跳跃向前。,"In her hand, she holds a sticky black orb of unknown origin. The giant eyeball-like object splits open with shark-like teeth as she leaps forward."
AvgDialog_19078_Content_48,agXA,avg章4_AvgDialog_C_M.csv,331,AvgDialog,Content,纯白的少女,<Yellow:命令，请给我命令，主人>。,"<Yellow:Command. Please give me a command, Master>."
AvgDialog_19045_Content_1,agID,avg章4_AvgDialog_C_M.csv,332,AvgDialog,Content,,记忆碎片,Memory Fragments
AvgDialog_19045_Content_2,agIO,avg章4_AvgDialog_C_M.csv,333,AvgDialog,Content,朵尔,说实话，我确实很钦佩你在任何情况下都能就地睡着的本事。,"To be honest, I truly admire your ability to fall asleep anywhere, regardless of the situation."
AvgDialog_19045_Content_3,agIQ,avg章4_AvgDialog_C_M.csv,334,AvgDialog,Content,,……现在是什么情况了？,...What is the situation now?
AvgDialog_19045_Content_4,agIR,avg章4_AvgDialog_C_M.csv,335,AvgDialog,Content,朵尔,"搞定了，要是会被这种问题难住，我的大脑和萝坦的还有什么区别？
戴上这个吧。","Done. If I were to be stumped by this, what would be the difference between my brain and Lotan's? \nPut this on."
AvgDialog_19045_Content_5,agIS,avg章4_AvgDialog_C_M.csv,336,AvgDialog,Content,,朵尔递来一颗小小的三角形银色金属碎片。,Doll hands you a small triangular silver metal fragment.
AvgDialog_19045_Content_6,agIT,avg章4_AvgDialog_C_M.csv,337,AvgDialog,Content,朵尔,嵌在你的胸针上，别弄丢了。,"Attach it to your brooch, and don't lose it."
AvgDialog_19045_Content_7,agIU,avg章4_AvgDialog_C_M.csv,338,AvgDialog,Content,朵尔,对了，刚才威廉派人送来了一份档案，似乎是那个达芙黛尔寄给你的。,"By the way, William sent someone with a file earlier. It seems that Daffodil sent it to you."
AvgDialog_19045_Content_8,agIV,avg章4_AvgDialog_C_M.csv,339,AvgDialog,Content,,"代号：刻耳柏洛斯

自维度被发掘以来，穿越维度对大部分生物来说都是禁忌。其威胁不仅来源于不同维度间异常的生存环境与承受超维信息的视觉压力，更因为维度中存在着这位严谨的“执法者”。
<Yellow:■■■■猎犬能够在所有维度中出现，按照顺序追猎所有经历过维度穿越的生物。>","Codename: Cerberus\n\nSince the discovery of dimensions, crossing between them has been taboo for most beings. The threat arises not only from the harsh environments and visual stress caused by extradimensional information, but also from the presence of this harsh ""enforcer"".\n<Yellow:■■■■ The hunting dog manifests across all dimensions, sequentially hunting every being that has crossed dimensions.>"
AvgDialog_19045_Content_9,agIW,avg章4_AvgDialog_C_M.csv,340,AvgDialog,Content,,"1.追猎失败的情况
宇宙中仅有少数几类生物能够逃离它们的视线。
已知■■种族能够通过精神转移科技回避■■■■的猎犬的视线，可假设猎犬不具备追踪和狩猎精神的能力。
通过部分肉体和精神转移的模式验证其追踪逻辑。
实验1：转移未被锁定的对象的尾部至其他维度。■■■■猎犬未进行追踪。
实验2：切割已被锁定对象的手臂，转移至其他维度。实验对象在原维度被吞噬。■■■■的猎犬未对手臂进行追踪。
实验3：转移未被锁定的对象的精神至其他维度。■■■■猎犬未进行追踪。
实验结论：仅当肉体与精神统一时，■■■■猎犬能够锁定对应目标。

2.杀死■■■■猎犬的尝试
■■。通常意义上的致命伤口会导致■■■■猎犬■■■■。
■■■■猎犬可归类于不死生物，切割其形体只能短暂减缓其行动。","1. In case of a failed pursuit\n Only a few creatures in the universe can escape their sight.\n It is known that the ■■ species can use spirit transfer technology to avoid the ■■■■ hunting dog's sight, suggesting that the hunting dog lacks the ability to trace and hunt spirits.\n This tracing logic was verified through partial physical and spirit transfer experiments.\n Experiment 1: Transfer the tail of an unlocked object to another dimension. The ■■■■ hunting dog did not pursue.\n Experiment 2: Cut the arm of a locked object, transfer it to another dimension. The experiment object was devoured in the original dimension. The ■■■■ hunting dog did not pursue the arm.\n Experiment 3: Transfer the spirit of an unlocked object to another dimension. The ■■■■ hunting dog did not pursue.\n Experiment Conclusion: The ■■■■ hunting dog can only lock onto a target when the body and spirit are united.\n\n 2. Attempts to kill the ■■■■ hunting dog\n A normally fatal wound will result in the ■■■ hunting dog's ■■■■ ...\n The hunting dog can be classified as an undead creature—cutting its body only temporarily slows its actions"
AvgDialog_19045_Content_10,agIE,avg章4_AvgDialog_C_M.csv,341,AvgDialog,Content,,"3.禁锢■■■■猎犬的尝试
3.1 对■■■■猎犬的首次禁锢实验：
失败。未能禁锢其穿梭行动。
拟调整法阵的规模及刻画精度。
 
3.2 对■■■■的猎犬的第51次禁锢实验：
失败。未能■■■穿梭行动。
被狩猎对象不可脱离封闭空间。",3. Attempts to imprison ■■■■ hunting dog\n3.1 First imprisonment experiment on ■■■■ hunting dog:\nFailed. Unable to restrict its movement.\nProposed adjustments to the magic circle's size and precision.\n\n3.2 51st imprisonment experiment on ■■■■ hunting dog:\nFailed. Unable to restrict its movement.\nHunted targets cannot escape the enclosed space
AvgDialog_19045_Content_11,agIF,avg章4_AvgDialog_C_M.csv,342,AvgDialog,Content,,"3.3 对■■■■猎犬的第73次禁锢实验：
失败。未能禁锢其穿梭行动。
但■■■■猎犬完成狩猎后，在封闭空间内徘徊约■分钟，自■■■缝隙脱离。
拟调整密文■■的刻画精度。
 
3.4 对■■■■猎犬的■■■■■■实验：
成功。
顺利将■■■■猎犬闭锁在长2.86英尺、宽2.08英尺、高■英尺的空间内。
持续■■■■■■，因■■在战斗中■■■■，致使■■■■猎犬■■■脱离。
据测算，近似的长方体空间为禁锢■■■■猎犬的最佳■■■■。
拟增强■■■■■■■■■。

3.5 ■■■■■■■■■■■■■■■■
禁锢■■■■猎犬的难度系数过高，但禁锢自身以躲避其追逐或是一种可行手段。
■■■■■■■■■■","3.3 73rd Imprisonment Experiment on ■■■■ Hunting Dog:\nFailed. Unable to restrict its movement.\nHowever, after completing its hunt, the ■■■■ hunting dog wandered in the enclosed space for about ■ minutes and then escaped through a ■■■ fissure.\nProposed adjusments to the precision of the carvings.\n\n3.4 Binding Experiment on ■■■■ Hunting Dog:\nSuccess.\nSuccessfully confined the ■■■■ hunting dog in a space measuring 2.86ft long, 2.08ft wide, and ■ft high.\nContinued ■■■■; however, due to ■■ during battle, the ■■■■ hunting dog escaped.\nCalculations suggest that a similar rectangular space is the optimal containment solution.\nProposed enhancements to ■■■■■■■■■■.\n\n3.5 ■■■■■■■■■■■■■■■■\nConfining the ■■■■ hunting dog is extremely difficult, but confining oneself to avoid its pursuit may be a viable strategy.\n■■■■■■■■■■"
AvgDialog_19045_Content_12,agIG,avg章4_AvgDialog_C_M.csv,343,AvgDialog,Content,玩家,这档案被涂掉的部分也太多了吧。,There are too many redacted sections in this file.
AvgDialog_19045_Content_13,agIH,avg章4_AvgDialog_C_M.csv,344,AvgDialog,Content,朵尔,"这就是达芙黛尔的风格。
解释权都在她的手中，但她称之为公平交易。","This is Daffodil's style.\nShe holds all the explanations, but she calls it a fair trade."
AvgDialog_19045_Content_14,agII,avg章4_AvgDialog_C_M.csv,345,AvgDialog,Content,萝坦,好了没？再磨蹭下去，等不到你搭救的小学妹就要被怪物吃掉了。,"Are we ready yet? If you keep dawdling, the precious junior you're supposed to rescue will be eaten by monsters."
AvgDialog_19045_Content_15,agIJ,avg章4_AvgDialog_C_M.csv,346,AvgDialog,Content,,出发吧。,Let's set off.
AvgDialog_19045_Content_16,agIK,avg章4_AvgDialog_C_M.csv,347,AvgDialog,Content,朵尔,在那之前，我们恐怕需要料理一些棘手的问题。,"Before that, we probably need to deal with some difficult issues first."
AvgDialog_19045_Content_17,agIL,avg章4_AvgDialog_C_M.csv,348,AvgDialog,Content,,我和拉蒙娜是同级生……,Ramona and I are in the same year...
AvgDialog_19045_Content_18,agIM,avg章4_AvgDialog_C_M.csv,349,AvgDialog,Content,朵尔,在闲聊之前，我们恐怕需要料理一些棘手的问题。,"Before we continue chating, we probably need to deal with some difficult issues first."
AvgDialog_19045_Content_19,agIN,avg章4_AvgDialog_C_M.csv,350,AvgDialog,Content,朵尔,不对，是你们需要料理。,"Or rather, it's you who needs deal with them."
AvgDialog_19045_Content_20,agIP,avg章4_AvgDialog_C_M.csv,351,AvgDialog,Content,怪物,<BigShake:吼！>,<BigShake:Roar!>
AvgDialog_19037_Content_1,agGd,avg章4_AvgDialog_C_M.csv,352,AvgDialog,Content,玩家,搭把手吧朵尔！,"Give me a hand, Doll!"
AvgDialog_19037_Content_2,agGe,avg章4_AvgDialog_C_M.csv,353,AvgDialog,Content,朵尔,我看不用，靠那个家伙已经绰绰有余了。,I don't think we need it; Lotan alone is more than enough.
AvgDialog_19037_Content_3,agGf,avg章4_AvgDialog_C_M.csv,354,AvgDialog,Content,萝坦,我都要睡着了，就没有更强一点的对手吗？,I'm dozing off here. Is there no stronger opponent?
AvgDialog_19037_Content_4,agGg,avg章4_AvgDialog_C_M.csv,355,AvgDialog,Content,玩家,……,...
AvgDialog_19067_Content_1,agPW,avg章4_AvgDialog_C_M.csv,356,AvgDialog,Content,萝坦,喂，大脑袋，你的改装看起来一点儿效果也没有啊。,"Hey, Big Head, your modifications don't seem to have any effect."
AvgDialog_19067_Content_2,agQh,avg章4_AvgDialog_C_M.csv,357,AvgDialog,Content,朵尔,……你也太把科研主任不当回事了。这里的“隔离”很麻烦，我也不是超维界域的唤醒体，操作起来自然不太顺手。,"......You underestimate the Research Director. The ""isolation"" here is troublesome, and since I'm not an Awakener of the Ultra Realm, it's naturally difficult to operate."
AvgDialog_19067_Content_3,agQs,avg章4_AvgDialog_C_M.csv,358,AvgDialog,Content,朵尔,%player%，试着发动精神追溯。,"%player%, try to activate a Spirit Trace."
